plan_code,plan_description,product_group,product_line,sub_product_line
P0140M,Personal Accident Insurance,Other Riders,Other Riders,PAI Rider
P0140R,Personal Accident Insurance,Other Riders,Other Riders,PAI Rider
P0141E,Personal Accident Insurance,Other Riders,Other Riders,PAI Rider
P0141M,Personal Accident Insurance,Other Riders,Other Riders,PAI Rider
P0141R,Personal Accident Insurance,Other Riders,Other Riders,PAI Rider
P0142M,Personal Accident Insurance,Other Riders,Other Riders,PAI Rider
P0143V,Personal Accident Insurance,Other Riders,Other Riders,PAI Rider
P0144M,Personal Accident Insurance,Other Riders,Other Riders,PAI Rider
P0146I,Personal Accident Insurance,Other Riders,Other Riders,PAI Rider
P0147M,Personal Accident Insurance,Other Riders,Other Riders,PAI Rider
P0176M,Personal Accident Insurance,Other Riders,Other Riders,PAI Rider
P105EL,Personal Accident Insurance,Other Riders,Other Riders,PAI Rider
P105FL,Personal Accident Insurance,Other Riders,Other Riders,PAI Rider
UCP92,Ultra Care Plus,Accident,Accident and Health,ADB
WIBASE,Personal Accident Insurance,Accident,Accident and Health,PAI
610104,ACCIDENTAL DEATH SPOUSE RIDER,Accidental Death Riders,Accident and Health,ADB Rider
610196,ACCIDENTAL DEATH SPOUSE RIDER,Accidental Death Riders,Accident and Health,ADB Rider
630104,ACCIDENTAL DEATH SPOUSE RIDER - MISSOURI,Accidental Death Riders,Accident and Health,ADB Rider
640104,WASHINGTON ACCIDENTAL DEATH SPOUSE RIDER,Accidental Death Riders,Accident and Health,ADB Rider
650104,WISCONSIN ACCIDENTAL DEATH SPOUSE RIDER,Accidental Death Riders,Accident and Health,ADB Rider
61R004,Accidental Death,Accidental Death Riders,Accident and Health,ADB Rider
61R104,Accidental Death,Accidental Death Riders,Accident and Health,ADB Rider
63R004,Accidental Death,Accidental Death Riders,Accident and Health,ADB Rider
63R104,Accidental Death,Accidental Death Riders,Accident and Health,ADB Rider
1310,,Accident,Accident and Health,PAI
1332,,Hospital Income Protection,Accident and Health,HIP
1333,,Hospital Income Protection,Accident and Health,HIP
1334,,Accident,Accident and Health,Accident
1340,,Guaranteed Issue Whole Life,Whole Life and Juvenile,GIWL
1344,,Guaranteed Issue Whole Life,Whole Life and Juvenile,GIWL
1345,,Guaranteed Issue Whole Life,Whole Life and Juvenile,GIWL
15A8MT,,Traditional Level Term,Term,Term
15P21,ASLT 2021 ROP Term,Traditional Level Term,Term,Term
15P21M,,Traditional Level Term,Term,Term
15R20,,Traditional Level Term,Term,Term
15R20M,,Traditional Level Term,Term,Term
15R21,,Traditional Level Term,Term,Term
15R21M,,Traditional Level Term,Term,Term
15R8MT,,Traditional Level Term,Term,Term
15T21,,Traditional Level Term,Term,Term
15T21M,,Traditional Level Term,Term,Term
15T8MT,,Traditional Level Term,Term,Term
15X20,,Traditional Level Term,Term,Express Term
15X20M,,Traditional Level Term,Term,Express Term
20A8MT,,Traditional Level Term,Term,Term
20P21,ASLT 2021 ROP Term,Traditional Level Term,Term,Term
20P21M,,Traditional Level Term,Term,Term
20R20,,Traditional Level Term,Term,Term
20R20M,,Traditional Level Term,Term,Term
20R21,,Traditional Level Term,Term,Term
20R21M,,Traditional Level Term,Term,Term
20R8MT,,Traditional Level Term,Term,Term
20T21,,Traditional Level Term,Term,Term
20T21M,,Traditional Level Term,Term,Term
20T8MT,,Traditional Level Term,Term,Term
20X20,,Traditional Level Term,Term,Express Term
20X20M,,Traditional Level Term,Term,Express Term
250,,Accident,Accident and Health,Accident
25A8MT,,Traditional Level Term,Term,Term
25R20,,Traditional Level Term,Term,Term
25R20M,,Traditional Level Term,Term,Term
25R8MT,,Traditional Level Term,Term,Term
25T8MT,,Traditional Level Term,Term,Term
30A8MT,,Traditional Level Term,Term,Term
30P21,ASLT 2021 ROP Term,Traditional Level Term,Term,Term
30P21M,ASLT 2021 ROP Term - MT,Traditional Level Term,Term,Term
30R20,,Traditional Level Term,Term,Term
30R20M,,Traditional Level Term,Term,Term
30R21,,Traditional Level Term,Term,Term
30R21M,,Traditional Level Term,Term,Term
30R8MT,,Traditional Level Term,Term,Term
30T21,,Traditional Level Term,Term,Term
30T21M,,Traditional Level Term,Term,Term
30T8MT,,Traditional Level Term,Term,Term
WIFARM,WI Farm,Other Riders,Other Riders,PAI Rider
WIMEDL,WI Medical Rider,Other Riders,Other Riders,PAI Rider
WITRUK,WI Truck,Other Riders,Other Riders,PAI Rider
711001,FAMILY MONTHLY INCOME - 10 YEARS - MALE,Other Riders,Other Riders,Monthly Income Rider
711501,FAMILY MONTHLY INCOME - 15 YEARS - MALE,Other Riders,Other Riders,Monthly Income Rider
711601,FAMILY MONTHLY INCOME - 15 YEARS - FEMALE,Other Riders,Other Riders,Monthly Income Rider
712001,FAMILY MONTHLY INCOME - 20 YEARS - MALE,Other Riders,Other Riders,Monthly Income Rider
712101,FAMILY MONTHLY INCOME - 20 YEARS - FEMALE,Other Riders,Other Riders,Monthly Income Rider
712501,FAMILY MONTHLY INCOME - 25 YEARS - MALE,Other Riders,Other Riders,Monthly Income Rider
712601,FAMILY MONTHLY INCOME - 25 YEARS - FEMALE,Other Riders,Other Riders,Monthly Income Rider
713001,FAMILY MONTHLY INCOME - 30 YEARS - MALE,Other Riders,Other Riders,Monthly Income Rider
877002,COST OF LIVING PROTECTION - MALE,Other Riders,Other Riders,Cost of Living Rider
877102,COST OF LIVING PROTECTION - FEMALE,Other Riders,Other Riders,Cost of Living Rider
AVX08,Term 2008,Other Riders,Other Riders,Aviation Exclusion Rider
ESR1ST,Universal Life Rider,Other Riders,Other Riders,Joint Life Rider
ESR2,Universal Life Rider,Other Riders,Other Riders,Survivor Life Rider
GIB001,GIO Rider,Other Riders,Other Riders,Guaranteed Purchase Option
GIB002,GIO Rider,Other Riders,Other Riders,Guaranteed Purchase Option
GIB003,GIO Rider,Other Riders,Other Riders,Guaranteed Purchase Option
GIB101,GIO Rider,Other Riders,Other Riders,Guaranteed Purchase Option
GIB102,GIO Rider,Other Riders,Other Riders,Guaranteed Purchase Option
GIB104,GIO Rider,Other Riders,Other Riders,Guaranteed Purchase Option
GIB11,ASLT 2011 Guaranteed Puchase,Other Riders,Other Riders,Guaranteed Purchase Option
GIB19,GUARANTEED INCREASE OPTION RIDER - UL 2019,Other Riders,Other Riders,Guaranteed Purchase Option
GIB201,GIO Rider,Other Riders,Other Riders,Guaranteed Purchase Option
GIB21,GIO Rider,Other Riders,Other Riders,Guaranteed Purchase Option
GIBCA2,Universal Life Rider,Other Riders,Other Riders,Guaranteed Purchase Option
GIBUL1,Universal Life Rider,Other Riders,Other Riders,Guaranteed Purchase Option
GIBUL2,Universal Life Rider,Other Riders,Other Riders,Guaranteed Purchase Option
PDD003,Payor Death Rider,Other Riders,Other Riders,Payor Death and Disability
PDD004,Payor Death Rider,Other Riders,Other Riders,Payor Death and Disability
PDD005,Payor Death Rider,Other Riders,Other Riders,Payor Death and Disability
PDD006,Payor Death Rider,Other Riders,Other Riders,Payor Death and Disability
PDD007,Payor Death Rider,Other Riders,Other Riders,Payor Death and Disability
PDD008,Payor Death Rider,Other Riders,Other Riders,Payor Death and Disability
PDD101,Payor Death Rider,Other Riders,Other Riders,Payor Death and Disability
PDDUL2,Universal Life Rider,Other Riders,Other Riders,Payor Death and Disability
PDDUL3,Universal Life Rider,Other Riders,Other Riders,Payor Death and Disability
824004,Group Mortgage Term - DFCU,Periodically Adjusted Term,Term,Direct Mail Term
825004,GROUP TERM - DFCU,Periodically Adjusted Term,Term,Direct Mail Term
844004,JOINT GROUP MORTGAGE TERM,Periodically Adjusted Term,Term,Direct Mail Term
845004,Joint Group Term - DFCU,Periodically Adjusted Term,Term,Direct Mail Term
AR98KY,Group Term,Periodically Adjusted Term,Term,Direct Mail Term
ART175,Group Term,Periodically Adjusted Term,Term,Direct Mail Term
ART176,Group Term,Periodically Adjusted Term,Term,Direct Mail Term
ART595,Group Term,Periodically Adjusted Term,Term,Direct Mail Term
ART98,Group Term,Periodically Adjusted Term,Term,Direct Mail Term
ART98M,Group Term,Periodically Adjusted Term,Term,Direct Mail Term
DIAT17,Individual Direct Mail Term (2017),Periodically Adjusted Term,Term,Individual Direct Term
DIAT18,Individual Direct Mail Term (2018),Periodically Adjusted Term,Term,Individual Direct Term
DIAT20,Individual Direct Mail Term (2020),Periodically Adjusted Term,Term,Individual Direct Term
DIMT17,Individual Direct Mail Term (2017),Periodically Adjusted Term,Term,Individual Direct Term
DIMT18,Individual Direct Mail Term (2018),Periodically Adjusted Term,Term,Individual Direct Term
DIMT20,Individual Direct Mail Term (2020) MT,Periodically Adjusted Term,Term,Individual Direct Term
DM10AZ,Group Term,Periodically Adjusted Term,Term,Direct Mail Term
DM10MI,Group Term,Periodically Adjusted Term,Term,Direct Mail Term
DMAT00,Direct Mail Term (2000),Periodically Adjusted Term,Term,Direct Mail Term
DMAT08,Direct Mail Term (2008),Periodically Adjusted Term,Term,Direct Mail Term
DMAT10,Direct Mail Term (2010),Periodically Adjusted Term,Term,Direct Mail Term
DMAT11,Direct Mail Term (2011),Periodically Adjusted Term,Term,Direct Mail Term
DMAT15,Direct Mail Term (2015),Periodically Adjusted Term,Term,Direct Mail Term
DMAT16,Direct Mail Term (2016),Periodically Adjusted Term,Term,Direct Mail Term
DMAT17,Direct Mail Term (2017),Periodically Adjusted Term,Term,Direct Mail Term
DMAT18,Direct Mail Term (2018),Periodically Adjusted Term,Term,Direct Mail Term
DMAT20,Direct Mail Term (2020),Periodically Adjusted Term,Term,Direct Mail Term
DMAT21,Direct Mail Term 2021,Periodically Adjusted Term,Term,Direct Mail Term
DMAT99,Direct Mail Term (1999),Periodically Adjusted Term,Term,Direct Mail Term
DMATSB,Direct Mail Term (2000),Periodically Adjusted Term,Term,Direct Mail Term
DMI16,Individual Direct Mail Term (2016),Periodically Adjusted Term,Term,Individual Direct Term
DMI16M,Individual Direct Mail Term (2016),Periodically Adjusted Term,Term,Individual Direct Term
DMMT00,Direct Mail Term (2000),Periodically Adjusted Term,Term,Direct Mail Term
DMMT08,Direct Mail Term (2008),Periodically Adjusted Term,Term,Direct Mail Term
DMMT10,Direct Mail Term (2010),Periodically Adjusted Term,Term,Direct Mail Term
DMMT11,Direct Mail Term (2011),Periodically Adjusted Term,Term,Direct Mail Term
DMMT15,Direct Mail Term (2015),Periodically Adjusted Term,Term,Direct Mail Term
DMMT16,Direct Mail Term (2016),Periodically Adjusted Term,Term,Direct Mail Term
DMMT17,Direct Mail Term (2017),Periodically Adjusted Term,Term,Direct Mail Term
DMMT18,Direct Mail Term (2018),Periodically Adjusted Term,Term,Direct Mail Term
DMMT20,Direct Mail Term (2020),Periodically Adjusted Term,Term,Direct Mail Term
DMMT21,Direct Mail Term 2021 Montana,Periodically Adjusted Term,Term,Direct Mail Term
DMMT99,Direct Mail Term (1999),Periodically Adjusted Term,Term,Direct Mail Term
DMNY13,Direct Mail Term (2011),Periodically Adjusted Term,Term,Direct Mail Term
DMNY18,Direct Mail Term (2018),Periodically Adjusted Term,Term,Direct Mail Term
DMNY20,Direct Mail Term (2020),Periodically Adjusted Term,Term,Direct Mail Term
DMNY21,Direct Mail Term 2021 New York,Periodically Adjusted Term,Term,Direct Mail Term
DMT10B,Direct Mail Term (2010),Periodically Adjusted Term,Term,Direct Mail Term
DMWA17,Direct Mail Term (2017),Periodically Adjusted Term,Term,Direct Mail Term
DMWA18,Direct Mail Term (2018),Periodically Adjusted Term,Term,Direct Mail Term
DMWA20,Direct Mail Term (2020),Periodically Adjusted Term,Term,Direct Mail Term
HIP0I,AAA Hospital Income,Hospital Income Protection,Accident and Health,HIP
HIP1F,AAA Hospital Income,Hospital Income Protection,Accident and Health,HIP
HIP1I,AAA Hospital Income,Hospital Income Protection,Accident and Health,HIP
HIP3F,AAA Hospital Income,Hospital Income Protection,Accident and Health,HIP
HIP3I,AAA Hospital Income,Hospital Income Protection,Accident and Health,HIP
F702A1,Period Certain SPIA,Immediate Annuity,Annuity,SPIA
F7Q2A1,Period Certain SPIA,Immediate Annuity,Annuity,SPIA
IALCN,Life Contingent SPIA,Immediate Annuity,Annuity,SPIA
IALCNU,Life Contingent SPIA,Immediate Annuity,Annuity,SPIA
IALCQ,Life Contingent SPIA,Immediate Annuity,Annuity,SPIA
IALCQU,Life Contingent SPIA,Immediate Annuity,Annuity,SPIA
